,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
731690,731690,Jingo,U24 Solutions,U24 Solutions,,1,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1438100,1438100,Qbio,Boolean,Boolean,,7,2,0,"0 .. 20,000",0,0,0,0,629,699,10,1
716770,716770,Exorder,Solid9 Studio,No Gravity Games,,43,14,0,"0 .. 20,000",11,0,11,0,1299,1299,0,2
1446830,1446830,ガリア戦記　雄篇アンナーレス,Swan LLC,Swan LLC,,0,1,0,"0 .. 20,000",0,0,0,0,539,899,40,0
677920,677920,Acucalypse,Trifulca Force,Trifulca Force,,3,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0
696040,696040,Tactera,E McNeill,E McNeill,,9,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
768480,768480,Chamber of the Sci-Mutant Priestess,"ERE Informatique, Infogrames",Ziggurat,,9,9,0,"0 .. 20,000",0,0,0,0,699,699,0,0
731430,731430,influence,Blanket Fort Games,Blanket Fort Games,,2,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
765240,765240,Daydream,Rohit Joshi,Indie1Up,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
778470,778470,Crystals and Curses,Leapdoctor Games,Leapdoctor Games,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
779570,779570,Roulette Simulator,FlagmanJeremy,FlagmanJeremy,,16,19,0,"0 .. 20,000",0,0,0,0,99,99,0,0
486320,486320,Orbit: Satellite Defense,Bluish-Green Productions,Bluish-Green Games Inc.,,2,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
777380,777380,Fleets of Ascendancy,desaccord art,desaccord art,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
781260,781260,Marco Polo,Infogrames,Ziggurat,,7,6,0,"0 .. 20,000",0,0,0,0,699,699,0,0
795940,795940,Fantasy Mosaics 19: Edge of the World,Andy Jurko,Andy Jurko,,3,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
808990,808990,RoboWorlD tactics,DrM@$,DrM@$,,11,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
797450,797450,Fantasy Mosaics 27: Secret Colors,Andy Jurko,Andy Jurko,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,0,1
824570,824570,Kine,Chump Squad,Chump Squad,,32,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
828660,828660,War Of The Zombie,Van der Veer Games,Van der Veer Games,,40,12,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
820760,820760,Tactics & Strategy Master:Joan of Arc,Gemini Stars Games,Gemini Stars Games,,28,18,0,"0 .. 20,000",0,0,0,0,499,499,0,0
577470,577470,Last Days Of Tascaria,Baltica Games,Baltica Games,,21,5,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
843920,843920,Hungry Piggy vs Chicken,BIG WOOD GAMES,BIG WOOD GAMES,,3,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
458040,458040,Hex Gambit,One Man Left Studios,One Man Left Studios,,18,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
845510,845510,DiyMachinery （自定义机械）,me,me,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
812590,812590,Awakening of Celestial,Celestial Project,Celestial Project,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
860880,860880,Castle: Jigsaw Puzzles,Boogygames Studios,Boogygames Studios,,11,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
857890,857890,RuneTech,"James Conrad, Micah Sigmund, Meaghann LeBleu",Hyaloid Games,,5,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
722920,722920,Hex Empire 3,Meta Sauce,Meta Sauce,,40,7,0,"0 .. 20,000",20,0,20,0,999,999,0,7
216130,216130,Gemini Wars,Camel101 LLC,Camel101 LLC,,33,105,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
227900,227900,Battleship,"Sperasoft, Inc.",PopCap,,25,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
880300,880300,Blood will be Spilled,Doublequote Studio,Doublequote Studio,,27,11,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
904130,904130,Defense: Abominations,Ominous Entertainment,Ominous Entertainment,,30,9,0,"0 .. 20,000",0,0,0,0,299,299,0,0
854950,854950,Not Without You,Adventure Beard,Burnout Game Ventures,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
877380,877380,Factory Manager,StainlessHeart,StainlessHeart,,8,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0
913090,913090,Rogue Party,Chris Antoni,Chris Antoni,,47,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
895120,895120,Dog Jam,D4 Laboratory,D4 Laboratory,,18,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
914050,914050,Mummy on the run,Game Alchemists,Game Alchemists,,2,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
805480,805480,TANK SOULS,wHDinc.,wHDinc.,,0,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
858170,858170,The Last Train - Definitive Edition,Smash Game Studios,Smash Game Studios,,9,9,0,"0 .. 20,000",0,0,0,0,799,799,0,0
916380,916380,Panco's Journey,SunkenFish,SunkenFish,,8,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
765040,765040,Defense of the Fantasy Robots,Tulaboev Ikhvolbek,Tulaboev Ikhvolbek,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
931540,931540,RevelationTrestan-尸忆岛,ZBO interactive technology,ZBO interactive technology,,12,5,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
952050,952050,Buddinpals - Take One Home With You !!,Dungeonation,Dungeonation,,11,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
946700,946700,No King No Kingdom VR,Fullmetal Developer,Fullmetal Developer,,17,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
956000,956000,Su Hack,Eric L.,EL TECH,,3,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
947470,947470,Optica,Graveck,GLITCH,,2,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
931150,931150,Rento Fortune VR,LAN - GAMES LTD,LAN - GAMES LTD,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
974240,974240,Detective escape1,beishizixin,beishizixin,,7,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
715270,715270,Fire and Fury: English Civil War,HexWar Games,HexWar Games,,5,3,0,"0 .. 20,000",0,0,0,0,999,999,0,1
812960,812960,Guilds Of Delenar,Batholith Entertainment,Batholith Entertainment,,32,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
990750,990750,RoboSnakes: Core Wars Legacy,ALIENS Corporation,ALIENS Corporation,,6,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
384920,384920,ABD: A Beautiful Day,"Robert Bonner, Jack Hanley, Ben Rawles, Boris Blosse","Gag A Maggot Entertainment, LLC.",,13,36,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
530110,530110,Tales of a Spymaster,Gerard Morris,Gerard Morris,,18,10,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1014890,1014890,Warforged,Warforged,Warforged,,2,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
928670,928670,Kids of Hellas: Back to Olympus,"Jetdogs Studios, Whalebox",Jetdogs Studios,,29,1,0,"0 .. 20,000",0,0,0,0,299,299,0,3
412440,412440,Jane's Realty,Realore,Qumaron,,5,6,0,"0 .. 20,000",0,0,0,0,299,299,0,1
985500,985500,EF Universe: Reclaiming the World,EF Universe Games LLC,EF Universe Games LLC,,5,2,0,"0 .. 20,000",0,0,0,0,499,499,0,1
